src,src_port,dst,dst_port,original_dataset,original_label,event_generator,event_signature,event_priority,ndpi_risk,ndpi_detected_protocol,payload_bytes_first,packet_pay_size-3,C_packets_rst_avg,packet_pay_size-2,dst2src_packets_rate,C_packets_rst_min,C_packets_urg_avg,src2dst_packets_rate,C_packets_fin_avg,C_idletime_max,http_response_status_code,packet_header_size-4,dst2src_inter_time_std,packet_header_size-0,C_packets_rst_std,payload_bytes_max,src2dst_header_bytes_min,C_dst2src_packets_rate_max,packet_pay_size-8,dst2src_header_bytes_min,http_request_version,src2dst_header_bytes_max,dns_query_type,payload_bytes_avg,dst2src_header_bytes_std,C_dst2src_packets_rate_min,C_packets_syn_std,C_src2dst_packets_rate_max,packet_header_size-7,C_packets_syn_max,C_tcp_retransmissions_max,packets_fin,src2dst_pay_bytes,packet_header_size-6,dst2src_packets,inter_time-10,C_packets_ack_avg,src2dst_header_bytes,inter_time-9,C_idletime_std,C_dst2src_pay_bytes_rate_max,packet_direction-5,C_src2dst_pay_bytes_max,packet_direction-0,packet_direction-1,inter_time-7,packets_rst,C_packets_psh_min,C_src2dst_pay_bytes_rate_avg,src2dst_inter_time_std,C_src2dst_pay_bytes_avg,dns_num_answers,packet_pay_size-7,C_number_of_contacts,detection_completed,inter_time-6,src2dst_header_bytes_std,packets_ack,C_packets_rst_max,inter_time-3,dst2src_header_bytes_avg,C_duration_avg,C_packets_ack_min,dns_query_class,C_dst2src_pay_bytes_std,C_packets_syn_avg,C_packets_psh_max,C_src2dst_packets_rate_avg,dst2src_pay_bytes_min,C_dst2src_header_bytes_min,src2dst_inter_time_max,src2dst_pay_bytes_min,http_method,C_packets_psh_avg,C_dst2src_header_bytes_std,C_packets_ack_std,flow_use_time,inter_time-2,dst2src_inter_time_min,C_dst2src_packets_rate_std,packet_pay_size-4,C_packets_ack_max,C_dst2src_packets_max,C_src2dst_pay_bytes_min,dns_num_queries,inter_time-8,packet_header_size-8,src2dst_pay_bytes_max,protocol,dst2src_pay_bytes_max,http_content_type,C_src2dst_packets_avg,C_src2dst_pay_bytes_rate_std,response_rel_time,packet_pay_size-10,inter_time_min,packet_header_size-1,dns_reply_code,inter_time_avg,C_packets_psh_std,src2dst_header_bytes_avg,packet_direction-9,C_dst2src_packets_std,packet_header_size-9,src2dst_packets,payload_bytes,packet_pay_size-5,http_num_request_headers,packet_header_size-2,packet_direction-4,packet_direction-7,C_tcp_retransmissions_min,C_duration_min,C_dst2src_pay_bytes_avg,dst2src_pay_bytes_avg,C_dst2src_header_bytes_max,C_packets_syn_min,packet_direction-3,http_num_response_headers,C_packets_fin_std,C_duration_std,C_src2dst_header_bytes_max,packets_syn,C_dst2src_header_bytes_avg,C_src2dst_pay_bytes_rate_min,packets_psh,src2dst_pay_bytes_rate,C_tcp_retransmissions_std,C_idletime_avg,C_src2dst_packets_rate_min,C_src2dst_packets_max,C_duration_max,packet_direction-6,C_packets_fin_max,C_packets_urg_std,C_src2dst_packets_rate_std,dst2src_header_bytes,payload_bytes_std,C_dst2src_pay_bytes_rate_avg,src2dst_inter_time_min,flow_duration,C_src2dst_pay_bytes_std,C_src2dst_packets_min,C_packets_urg_min,inter_time-5,dst2src_header_bytes_max,packet_direction-10,dst2src_inter_time_max,packet_pay_size-0,packets,inter_time_max,inter_time_std,C_src2dst_packets_std,packets_urg,packet_direction-8,dst2src_pay_bytes_rate,src2dst_inter_time_avg,dns_rsp_type,flow_idle_time,packet_header_size-3,inter_time-0,C_dst2src_pay_bytes_min,dst2src_pay_bytes_std,C_src2dst_header_bytes_avg,C_dst2src_packets_avg,bytes,packets_without_payload,C_tcp_retransmissions_avg,inter_time-1,C_src2dst_pay_bytes_rate_max,inter_time-4,C_dst2src_pay_bytes_max,packet_pay_size-6,dst2src_pay_bytes,payload_bytes_min,tcp_retransmissions,C_packets_fin_min,C_dst2src_packets_rate_avg,dst2src_inter_time_avg,packet_header_size-5,packet_pay_size-1,packet_header_size-10,C_dst2src_pay_bytes_rate_std,src2dst_pay_bytes_std,C_idletime_min,C_src2dst_header_bytes_std,src2dst_pay_bytes_avg,packet_pay_size-9,packet_direction-2,C_src2dst_header_bytes_min,C_dst2src_packets_min,C_packets_urg_max,C_dst2src_pay_bytes_rate_min
147.32.84.165,137,147.32.84.255,137,CTU13/10,,,,,Acceptable,10/NetBIOS,68,68,0,68,0,0,0,0,0,1921028,-1,28,0,28,0,68,28,0,50,0,-1,28,-1,59,0,0,0,3,28,0,0,0,3676,28,0,330,0,1736,0,694352,0,1,1932,1,1,0,0,0,0,292719,612,-1,68,6,1,357,0,0,0,0,0,2769,0,-1,0,0,0,2,0,0,1921028,50,-1,0,0,0,16617,747,0,0,50,0,0,100,-1,421,28,68,UDP,0,-1,10,0,0,68,0,28,-1,64366,0,28,1,0,28,62,3676,50,-1,28,1,1,0,0,0,0,0,0,1,-1,0,2831,840,0,0,0,0,0,0,794817,0,30,8360,1,0,0,1,0,9,0,0,3990703,621,2,0,0,0,1,0,68,62,1921028,292719,9,0,1,0,64366,-1,3974086,28,0,0,0,289,0,6280,0,0,0,0,424,0,68,0,50,0,0,0,0,28,68,28,0,9,1772,265,59,50,1,56,0,0,0
147.32.84.165,1025,147.32.80.9,53,CTU13/10,From-Botnet-V51-1-UDP-DNS,,,,Acceptable,5/DNS,22,45,0,97,0,0,0,0,0,994960,-1,28,363561,28,0,461,28,1000,361,28,-1,28,-1,121,0,0,0,2000,28,0,0,0,384,28,6,0,0,336,994960,387447,461,0,90,1,1,0,0,0,33,273749,64,-1,34,6,1,2691,0,0,0,2283,28,0,0,-1,148,0,0,1000,97,28,994960,22,-1,0,0,0,3,1,1,500,45,0,1,44,-1,0,28,45,UDP,461,-1,2,36,1,22,0,28,-1,62718,0,28,1,0,28,12,2178,461,-1,28,1,1,0,0,299,299,28,0,1,-1,0,0,56,0,28,0,0,0,0,225785,0,2,1,1,0,0,1000,168,152,165,0,1128932,16,2,0,1,28,1,994960,22,18,994960,227873,0,0,0,0,94077,-1,1128929,28,0,97,148,56,1,2934,0,0,0,90,0,461,34,1794,22,0,0,500,188155,28,22,28,203,8,2283,0,32,22,0,56,1,0,0
147.32.84.165,1027,74.125.232.199,80,CTU13/10,From-Botnet-V51-1-TCP-HTTP-Google-Net-Established-6,,,,Safe,7.126/HTTP.Google,0,0,0,0,75,0,0,200,0,0,-1,40,6,48,0,393,40,31,77,40,-1,48,-1,78,3,31,0,62,40,0,0,0,786,40,3,0,3,336,0,0,2,1,786,1,1,9,2,3,24,10,786,-1,0,1,1,0,3,9,0,0,42,32,3,-1,0,0,3,62,77,40,32,393,-1,3,0,0,32,8,8,0,0,3,1,786,-1,23,40,393,TCP,77,-1,2,0,0,0,0,48,-1,3,0,42,1,0,40,8,863,393,-1,48,1,0,0,32,77,77,40,0,1,-1,0,0,80,3,40,24,3,19,0,0,62,2,32,1,0,0,0,128,149,2,0,40,0,2,0,0,48,1,23,0,11,23,6,0,0,0,1,5,-1,8,40,0,77,0,80,1,1481,8,0,0,24,0,77,393,77,0,0,0,31,13,40,0,40,0,0,0,0,393,0,0,80,1,0,2
147.32.84.165,123,65.55.56.40,123,CTU13/10,From-Botnet-V51-1-UDP-Attempt,,,,Acceptable,9/NTP,48,48,0,48,0,0,0,1,0,3001,-1,-1,0,28,0,48,28,0,-1,0,-1,28,-1,48,0,0,0,0,-1,0,0,0,192,-1,0,-1,0,112,-1,0,0,-1,96,1,1,-1,0,0,0,1299,96,-1,-1,2,1,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,3001,48,-1,0,0,0,0,3001,0,0,-1,0,0,96,-1,-1,-1,48,UDP,0,-1,2,0,0,-1,0,28,-1,750,0,28,-1,0,-1,4,192,-1,-1,28,-1,-1,0,0,0,0,0,0,1,-1,0,0,56,0,0,0,0,0,0,3001,0,2,0,-1,0,0,0,0,0,0,0,3001,0,2,0,-1,0,-1,0,48,4,3001,1299,0,0,-1,0,750,-1,3001,28,0,0,0,56,0,360,0,0,0,0,-1,0,-1,0,48,0,0,0,0,-1,48,-1,0,0,3001,0,48,-1,1,56,0,0,0
147.32.84.165,138,147.32.84.255,138,CTU13/10,,,,,Acceptable,10/NetBIOS,201,178,0,178,0,0,0,0,0,661281,-1,28,0,28,0,201,28,0,201,0,-1,28,-1,195,0,0,0,0,28,0,0,0,5082,28,0,121335,0,728,0,231935,0,1,758,1,1,0,0,0,0,195046,423,-1,174,12,1,132932,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,661281,174,-1,0,0,0,0,4027,0,0,201,0,0,348,-1,23034,28,201,UDP,0,-1,2,0,0,201,0,28,-1,105869,0,28,1,0,28,26,5082,201,-1,28,1,1,0,0,0,0,0,0,1,-1,0,0,112,0,0,0,0,0,0,250237,0,4,0,1,0,0,0,0,9,0,0,2752615,102,2,0,0,0,1,0,201,26,661281,195046,0,0,1,0,105869,-1,2752615,28,0,0,0,60,0,6174,0,0,0,0,0,0,174,0,174,0,0,0,0,28,201,28,0,9,4027,15,195,201,1,56,0,0,0
195.113.232.90,80,147.32.84.206,3737,CTU13/10,,120,3,3,Acceptable,7/HTTP,188,-1,0,-1,0,0,0,0,0,0,0,-1,0,40,0,189,40,0,-1,0,0,40,-1,188,0,0,0,0,-1,0,0,0,377,-1,0,-1,2,80,-1,0,0,-1,377,1,1,-1,0,2,0,0,377,-1,-1,1,1,-1,0,2,0,-1,0,0,2,-1,0,0,2,0,0,0,0,188,0,2,0,0,0,-1,0,0,-1,2,0,377,-1,-1,-1,189,TCP,0,-1,2,0,0,-1,0,40,-1,0,0,40,-1,0,-1,2,377,-1,0,-1,-1,-1,0,0,0,0,0,0,-1,0,0,0,80,0,0,0,2,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,2,0,-1,0,-1,0,188,2,0,0,0,0,-1,0,0,-1,0,-1,0,0,0,80,0,485,0,0,0,0,-1,0,-1,0,188,0,0,0,0,-1,189,-1,0,0,0,0,188,-1,-1,80,0,0,0
147.32.84.165,1035,239.255.255.250,1900,CTU13/10,,,,,Acceptable,12/SSDP,133,133,0,133,0,0,0,0,0,3005,-1,28,0,28,0,133,28,0,-1,0,-1,28,-1,133,0,0,0,0,-1,0,0,0,798,-1,0,-1,0,168,-1,2,0,1,266,1,1,-1,0,0,0,1415,266,-1,-1,3,1,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,3005,133,-1,0,0,0,0,3001,0,0,133,0,0,266,-1,-1,-1,133,UDP,0,-1,2,0,0,-1,0,28,-1,1001,0,28,-1,0,-1,6,798,133,-1,28,1,-1,0,0,0,0,0,0,1,-1,0,0,56,0,0,0,0,0,0,3003,0,2,0,-1,0,0,0,0,0,0,0,6006,0,2,0,0,0,-1,0,133,6,3005,1415,0,0,-1,0,1001,-1,6006,28,0,0,0,56,0,1050,0,0,0,0,3005,0,-1,0,133,0,0,0,0,28,133,-1,0,0,3001,0,133,-1,1,56,0,0,0
147.32.84.191,137,147.32.84.255,137,CTU13/10,,,,,Acceptable,10/NetBIOS,68,68,0,68,0,0,0,0,0,133765,-1,28,0,28,0,68,28,0,50,0,-1,28,-1,62,0,0,0,3,28,0,0,0,2876,28,0,331,0,1288,0,65996,0,1,1932,1,1,0,0,0,0,19463,958,-1,68,3,1,342,0,0,0,0,0,4279,0,-1,0,0,0,3,0,0,133765,50,-1,0,0,0,12838,741,0,0,50,0,0,400,-1,421,28,68,UDP,0,-1,15,0,0,68,0,28,-1,3225,0,28,1,0,28,46,2876,50,-1,28,1,1,0,2252,0,0,0,0,1,-1,0,2866,840,0,0,0,0,0,0,67769,3,30,8333,1,0,0,0,0,8,0,0,148376,690,8,0,0,0,1,0,68,46,133765,19463,10,0,1,0,3225,-1,135538,28,0,0,0,429,0,4808,0,0,0,0,429,0,68,0,50,0,0,0,0,28,68,28,0,8,1773,290,62,50,1,224,0,0,0
147.32.84.191,1025,147.32.80.9,53,CTU13/10,From-Botnet-V51-2-UDP-DNS,,,,Acceptable,5/DNS,22,45,0,97,0,0,0,0,0,1090238,-1,28,498321,28,0,461,28,1000,361,28,-1,28,-1,121,0,0,0,2000,28,0,0,0,384,28,6,0,0,336,1090238,517527,437,0,90,1,1,0,0,0,27,394435,64,-1,34,6,1,2638,0,0,0,2267,28,5,0,-1,148,0,0,1050,97,28,1090248,22,-1,0,0,0,33,1,1,475,45,0,1,44,-1,10,28,45,UDP,461,-1,2,25,1,34,0,28,-1,118163,0,28,1,0,28,12,2178,461,-1,28,1,1,0,0,299,299,28,0,1,-1,0,7,56,0,28,0,0,0,0,425381,0,2,20,1,0,0,951,168,152,115,0,2126939,16,2,0,20,28,1,1090239,22,18,1090238,332715,0,0,0,0,177244,-1,2126906,28,0,97,148,56,1,2934,0,0,0,68,0,461,34,1794,22,0,0,525,354489,28,22,28,148,8,2267,0,32,34,0,56,1,0,0
147.32.84.191,1027,74.125.232.192,80,CTU13/10,From-Botnet-V51-2-TCP-HTTP-Google-Net-Established-6,,,,Safe,7.126/HTTP.Google,0,0,0,0,76,0,0,205,0,0,-1,40,4,48,0,393,40,37,77,40,-1,48,-1,78,3,37,0,74,40,0,0,0,786,40,3,0,3,336,3,0,2,1,786,1,1,8,2,3,29,9,786,-1,0,1,1,0,3,9,0,0,42,27,3,-1,0,0,3,74,77,40,30,393,-1,3,0,0,27,8,8,0,0,3,1,786,-1,19,40,393,TCP,77,-1,2,0,0,0,0,48,-1,3,0,42,1,0,40,8,863,393,-1,48,1,0,0,27,77,77,40,0,1,-1,0,0,80,3,40,29,3,20,0,0,74,2,27,1,0,0,0,128,149,2,0,39,0,2,0,1,48,1,19,0,11,19,5,0,0,0,1,4,-1,12,40,0,77,0,80,1,1481,8,0,0,29,0,77,393,77,0,0,0,37,12,40,0,40,0,0,0,0,393,0,0,80,1,0,2
