src,src_port,dst,dst_port,original_dataset,original_label,event_generator,event_signature,event_priority,ndpi_risk,ndpi_detected_protocol,payload_bytes_first,packet_pay_size-3,C_packets_rst_avg,packet_pay_size-2,dst2src_packets_rate,C_packets_rst_min,C_packets_urg_avg,src2dst_packets_rate,C_packets_fin_avg,C_idletime_max,http_response_status_code,packet_header_size-4,dst2src_inter_time_std,packet_header_size-0,C_packets_rst_std,payload_bytes_max,src2dst_header_bytes_min,C_dst2src_packets_rate_max,packet_pay_size-8,dst2src_header_bytes_min,http_request_version,src2dst_header_bytes_max,dns_query_type,payload_bytes_avg,dst2src_header_bytes_std,C_dst2src_packets_rate_min,C_packets_syn_std,C_src2dst_packets_rate_max,packet_header_size-7,C_packets_syn_max,C_tcp_retransmissions_max,packets_fin,src2dst_pay_bytes,packet_header_size-6,dst2src_packets,inter_time-10,C_packets_ack_avg,src2dst_header_bytes,inter_time-9,C_idletime_std,C_dst2src_pay_bytes_rate_max,packet_direction-5,C_src2dst_pay_bytes_max,packet_direction-0,packet_direction-1,inter_time-7,packets_rst,C_packets_psh_min,C_src2dst_pay_bytes_rate_avg,src2dst_inter_time_std,C_src2dst_pay_bytes_avg,dns_num_answers,packet_pay_size-7,C_number_of_contacts,detection_completed,inter_time-6,src2dst_header_bytes_std,packets_ack,C_packets_rst_max,inter_time-3,dst2src_header_bytes_avg,C_duration_avg,C_packets_ack_min,dns_query_class,C_dst2src_pay_bytes_std,C_packets_syn_avg,C_packets_psh_max,C_src2dst_packets_rate_avg,dst2src_pay_bytes_min,C_dst2src_header_bytes_min,src2dst_inter_time_max,src2dst_pay_bytes_min,http_method,C_packets_psh_avg,C_dst2src_header_bytes_std,C_packets_ack_std,flow_use_time,inter_time-2,dst2src_inter_time_min,C_dst2src_packets_rate_std,packet_pay_size-4,C_packets_ack_max,C_dst2src_packets_max,C_src2dst_pay_bytes_min,dns_num_queries,inter_time-8,packet_header_size-8,src2dst_pay_bytes_max,protocol,dst2src_pay_bytes_max,http_content_type,C_src2dst_packets_avg,C_src2dst_pay_bytes_rate_std,response_rel_time,packet_pay_size-10,inter_time_min,packet_header_size-1,dns_reply_code,inter_time_avg,C_packets_psh_std,src2dst_header_bytes_avg,packet_direction-9,C_dst2src_packets_std,packet_header_size-9,src2dst_packets,payload_bytes,packet_pay_size-5,http_num_request_headers,packet_header_size-2,packet_direction-4,packet_direction-7,C_tcp_retransmissions_min,C_duration_min,C_dst2src_pay_bytes_avg,dst2src_pay_bytes_avg,C_dst2src_header_bytes_max,C_packets_syn_min,packet_direction-3,http_num_response_headers,C_packets_fin_std,C_duration_std,C_src2dst_header_bytes_max,packets_syn,C_dst2src_header_bytes_avg,C_src2dst_pay_bytes_rate_min,packets_psh,src2dst_pay_bytes_rate,C_tcp_retransmissions_std,C_idletime_avg,C_src2dst_packets_rate_min,C_src2dst_packets_max,C_duration_max,packet_direction-6,C_packets_fin_max,C_packets_urg_std,C_src2dst_packets_rate_std,dst2src_header_bytes,payload_bytes_std,C_dst2src_pay_bytes_rate_avg,src2dst_inter_time_min,flow_duration,C_src2dst_pay_bytes_std,C_src2dst_packets_min,C_packets_urg_min,inter_time-5,dst2src_header_bytes_max,packet_direction-10,dst2src_inter_time_max,packet_pay_size-0,packets,inter_time_max,inter_time_std,C_src2dst_packets_std,packets_urg,packet_direction-8,dst2src_pay_bytes_rate,src2dst_inter_time_avg,dns_rsp_type,flow_idle_time,packet_header_size-3,inter_time-0,C_dst2src_pay_bytes_min,dst2src_pay_bytes_std,C_src2dst_header_bytes_avg,C_dst2src_packets_avg,bytes,packets_without_payload,C_tcp_retransmissions_avg,inter_time-1,C_src2dst_pay_bytes_rate_max,inter_time-4,C_dst2src_pay_bytes_max,packet_pay_size-6,dst2src_pay_bytes,payload_bytes_min,tcp_retransmissions,C_packets_fin_min,C_dst2src_packets_rate_avg,dst2src_inter_time_avg,packet_header_size-5,packet_pay_size-1,packet_header_size-10,C_dst2src_pay_bytes_rate_std,src2dst_pay_bytes_std,C_idletime_min,C_src2dst_header_bytes_std,src2dst_pay_bytes_avg,packet_pay_size-9,packet_direction-2,C_src2dst_header_bytes_min,C_dst2src_packets_min,C_packets_urg_max,C_dst2src_pay_bytes_rate_min
147.32.84.165,137,147.32.84.255,137,CTU13/5,,,,,Acceptable,10/NetBIOS,68,68,0,68,0,0,0,0,0,76882,-1,28,0,28,0,68,28,0,50,0,-1,28,-1,59,0,0,0,4,28,0,0,0,3476,28,0,330,0,1624,0,29603,0,1,1932,1,1,0,0,0,0,11384,695,-1,68,5,1,330,0,0,0,0,0,3183,0,-1,0,0,0,3,0,0,76882,50,-1,0,0,0,15919,748,0,0,50,0,0,300,-1,421,28,68,UDP,0,-1,11,0,0,68,0,28,-1,2556,0,28,1,0,28,58,3476,50,-1,28,1,1,0,1497,0,0,0,0,1,-1,0,2638,840,0,0,0,0,0,0,33087,3,30,8417,1,0,0,0,0,9,0,0,148268,624,6,0,0,0,1,0,68,58,76882,11384,9,0,1,0,2556,-1,132349,28,0,0,0,324,0,5912,0,0,0,0,417,0,68,0,50,0,0,0,0,28,68,28,0,9,1783,258,59,50,1,168,0,0,0
147.32.84.165,1025,147.32.80.9,53,CTU13/5,From-Botnet-V46-UDP-DNS,,,,Acceptable,5/DNS,22,45,0,97,0,0,0,0,0,129086,-1,28,29790,28,0,502,28,1000,113,28,-1,28,-1,93,0,0,0,2000,28,0,0,0,3348,28,46,0,0,2576,5250,30087,370,0,420,1,1,0,0,0,4,24788,85,-1,29,39,1,49096,0,0,0,2254,28,198,0,-1,212,0,0,128,69,28,129096,22,-1,0,19,0,7746,0,0,218,45,0,5,44,-1,55,28,49,UDP,502,-1,2,14,2254,35,0,28,-1,8717,0,28,1,0,28,92,12923,461,-1,28,1,1,0,0,245,208,140,0,1,-1,0,229,280,0,33,0,0,0,0,31454,0,10,991,1,0,0,437,1288,102,19,0,1203030,62,2,0,0,28,1,129197,22,138,129086,21112,1,0,0,0,13074,-1,1195284,28,0,69,107,66,1,18719,0,0,0,64,0,1313,29,9575,22,0,0,64,26152,28,22,28,72,6,1106,39,36,35,0,56,1,0,0
147.32.84.165,1027,74.125.232.195,80,CTU13/5,From-Botnet-V46-TCP-HTTP-Google-Net-Established-6,,,,Safe,7.126/HTTP.Google,0,0,0,0,150,0,0,400,0,0,-1,40,8,48,0,393,40,58,77,40,-1,48,-1,78,3,58,0,117,40,0,0,0,786,40,3,0,3,336,3,0,4,1,786,1,1,0,2,3,46,6,786,-1,0,1,1,0,3,9,0,0,42,17,3,-1,0,0,3,117,77,40,20,393,-1,3,0,0,17,0,0,0,0,3,1,786,-1,17,40,393,TCP,77,-1,2,0,0,0,0,48,-1,1,0,42,1,0,40,8,863,393,-1,48,1,0,0,17,77,77,40,0,1,-1,0,0,80,3,40,46,3,39,0,0,117,2,17,1,0,0,0,128,149,4,0,20,0,2,0,0,48,1,17,0,11,17,4,0,0,0,3,2,-1,3,40,0,77,0,80,1,1481,8,0,0,46,0,77,393,77,0,0,0,58,5,40,0,40,0,0,0,0,393,0,0,80,1,0,4
147.32.84.165,138,147.32.84.255,138,CTU13/5,,,,,Acceptable,10/NetBIOS,201,178,0,178,0,0,0,0,0,246785,-1,28,0,28,0,201,28,0,201,0,-1,28,-1,195,0,0,0,11,28,0,0,0,3518,28,0,58895,0,504,0,93342,0,1,758,1,1,0,0,0,0,90944,439,-1,174,8,1,132811,0,0,0,0,0,21,0,-1,0,0,0,1,0,0,246785,174,-1,0,0,0,172,4030,0,0,201,0,0,348,-1,77661,28,201,UDP,0,-1,2,0,0,201,0,28,-1,55757,0,28,1,0,28,18,3518,201,-1,28,1,1,0,0,0,0,0,0,1,-1,0,56,112,0,0,0,0,0,0,143351,0,4,172,1,0,0,3,0,10,0,0,1003629,121,2,0,0,0,1,0,201,18,246785,90944,0,0,1,0,55757,-1,1003457,28,0,0,0,63,0,4274,0,0,0,2,0,0,174,0,174,0,0,0,0,28,201,28,0,10,4030,18,195,201,1,56,0,0,0
147.32.84.165,1035,239.255.255.250,1900,CTU13/5,,,,,Acceptable,12/SSDP,133,133,0,133,0,0,0,0,0,3004,-1,28,0,28,0,133,28,0,-1,0,-1,28,-1,133,0,0,0,0,-1,0,0,0,798,-1,0,-1,0,168,-1,1,0,1,266,1,1,-1,0,0,0,1415,266,-1,-1,3,1,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,3004,133,-1,0,0,0,0,3002,0,0,133,0,0,266,-1,-1,-1,133,UDP,0,-1,2,0,0,-1,0,28,-1,1001,0,28,-1,0,-1,6,798,133,-1,28,1,-1,0,0,0,0,0,0,1,-1,0,0,56,0,0,0,0,0,0,3003,0,2,0,-1,0,0,0,0,0,0,0,6006,0,2,0,0,0,-1,0,133,6,3004,1415,0,0,-1,0,1001,-1,6006,28,0,0,0,56,0,1050,0,0,0,0,3004,0,-1,0,133,0,0,0,0,28,133,-1,0,0,3002,0,133,-1,1,56,0,0,0
147.32.84.165,1038,94.63.149.150,80,CTU13/5,From-Botnet-V46-TCP-WEB-Established,,,,Unrated,0/Unknown,0,0,0,0,0,0,0,0,0,95030,-1,40,46360,48,0,328,40,1,40,40,-1,48,-1,15,1,0,0,2,40,0,2,0,354,40,30,36,1,1456,0,554,0,1,120,1,1,35,0,1,0,44640,120,-1,0,13,1,0,1,64,0,0,40,124,1,-1,151,0,6,0,10,40,95030,9,-1,1,10,1,1620,35,35,0,0,6,2,120,-1,0,40,40,TCP,328,-1,0,0,0,0,0,48,-1,17268,1,40,1,0,40,36,1051,20,-1,48,1,0,0,0,53,49,80,0,1,-1,0,431,160,3,43,0,44,0,0,94836,0,4,1620,1,0,0,0,1208,49,0,0,1139724,0,0,0,0,48,0,94995,0,66,94995,36528,1,0,1,0,31658,-1,1138104,40,0,10,98,12,1,4639,22,0,0,0,0,577,20,697,0,2,0,0,37990,40,0,40,0,8,92997,42,11,40,0,0,1,0,0
147.32.84.165,1039,94.63.149.152,80,CTU13/5,From-Botnet-V46-TCP-Established-HTTP-Binary-Download-1,,,,Acceptable,7.60/HTTP.HTTP_Download,0,0,0,0,36,0,0,154,0,0,-1,40,30,48,0,2920,40,45,2920,40,-1,48,-1,212,2,45,0,18,40,0,1,2,180,40,8,0,7,1376,0,0,79,1,180,1,1,36,0,3,1,12,180,-1,0,1,1,0,1,40,0,0,41,110,7,-1,0,0,3,18,1460,200,38,90,-1,3,0,0,110,35,0,0,0,7,5,180,-1,1,40,90,TCP,2920,-1,2,0,0,0,0,48,-1,5,0,40,0,0,40,34,8940,90,-1,48,1,0,1,110,8760,1752,200,0,1,-1,0,0,80,3,200,1,3,0,0,0,18,2,110,1,0,0,0,328,600,79,0,220,0,2,0,0,48,1,75,0,42,38,12,0,0,0,39,5,-1,110,40,0,8760,584,80,5,11232,35,1,0,1,0,8760,90,8760,0,1,0,45,27,40,0,40,0,0,0,0,90,1460,0,80,5,0,79
147.32.84.165,1040,94.63.149.152,80,CTU13/5,From-Botnet-V46-TCP-Established-HTTP-Binary-Download-1,,,,Acceptable,7/HTTP,0,0,0,0,70,0,0,398,0,0,0,40,17,48,0,2920,40,79,0,40,0,48,-1,220,1,79,0,7,40,0,1,2,178,40,23,0,22,5216,0,0,132,1,178,1,1,35,0,4,0,8,178,-1,0,1,1,0,0,151,0,0,40,253,22,-1,0,0,4,7,1460,800,37,89,2,4,0,0,253,35,0,0,0,22,20,178,-1,2,40,89,TCP,2920,-1,2,0,0,0,0,48,-1,2,0,40,1,0,40,130,33758,89,3,48,1,0,1,253,33580,1679,800,0,1,0,0,0,80,3,800,0,4,0,0,0,7,2,253,1,0,0,0,928,596,132,0,326,0,2,0,1,48,1,38,0,153,36,8,0,0,1,103,2,-1,73,40,0,33580,521,80,20,42044,131,1,0,0,0,33580,89,33580,0,1,0,79,14,40,0,40,0,0,0,0,89,0,0,80,20,0,132
147.32.84.165,1042,94.63.150.52,80,CTU13/5,From-Botnet-V46-TCP-Established-HTTP-Ad-46,,,,Acceptable,7/HTTP,0,0,0,0,12,0,0,24,0,0,404,40,65,48,0,176,40,7,176,40,1,48,-1,34,1,7,0,14,40,0,1,3,336,40,5,0,3,416,0,0,1,1,336,1,1,133,0,3,2,54,336,-1,0,1,1,0,3,13,0,0,40,137,3,-1,0,0,3,14,176,40,137,168,2,3,0,0,137,134,0,0,0,3,1,336,-1,4,40,168,TCP,176,text/html,2,0,0,0,0,48,-1,27,0,41,0,0,40,10,512,168,2,44,1,0,1,137,176,176,40,0,1,0,0,0,80,3,40,2,3,0,0,0,14,2,137,1,0,0,0,204,68,1,0,408,0,2,0,1,44,1,136,0,15,135,53,0,0,0,0,27,-1,271,40,0,176,0,80,1,1342,12,1,0,2,0,176,168,176,0,1,0,7,81,40,0,40,0,0,0,0,168,0,0,80,1,0,1
147.32.84.165,1044,94.63.150.52,80,CTU13/5,From-Botnet-V46-TCP-Established-HTTP-Ad-46,,,,Acceptable,7/HTTP,0,0,0,0,12,0,0,24,0,0,404,40,65,48,0,176,40,7,176,40,1,48,-1,34,1,7,0,14,40,0,1,3,336,40,5,0,3,416,1,0,1,1,336,1,1,135,0,3,2,54,336,-1,0,1,1,0,3,13,0,0,40,137,3,-1,0,0,3,14,176,40,138,168,2,3,0,0,137,135,1,0,0,3,1,336,-1,2,40,168,TCP,176,text/html,2,0,0,0,0,48,-1,27,0,41,0,0,40,10,512,168,2,44,1,0,1,137,176,176,40,0,1,0,0,0,80,3,40,2,3,0,0,0,14,2,137,1,0,0,0,204,68,1,0,407,0,2,0,1,44,1,136,0,15,135,53,0,0,0,0,27,-1,270,40,0,176,0,80,1,1342,12,1,0,2,0,176,168,176,0,1,0,7,81,40,0,40,0,0,0,0,168,0,0,80,1,0,1
