src,src_port,dst,dst_port,original_dataset,original_label,event_generator,event_signature,event_priority,ndpi_risk,ndpi_detected_protocol,payload_bytes_first,packet_pay_size-3,C_packets_rst_avg,packet_pay_size-2,dst2src_packets_rate,C_packets_rst_min,C_packets_urg_avg,src2dst_packets_rate,C_packets_fin_avg,C_idletime_max,http_response_status_code,packet_header_size-4,dst2src_inter_time_std,packet_header_size-0,C_packets_rst_std,payload_bytes_max,src2dst_header_bytes_min,C_dst2src_packets_rate_max,packet_pay_size-8,dst2src_header_bytes_min,http_request_version,src2dst_header_bytes_max,dns_query_type,payload_bytes_avg,dst2src_header_bytes_std,C_dst2src_packets_rate_min,C_packets_syn_std,C_src2dst_packets_rate_max,packet_header_size-7,C_packets_syn_max,C_tcp_retransmissions_max,packets_fin,src2dst_pay_bytes,packet_header_size-6,dst2src_packets,inter_time-10,C_packets_ack_avg,src2dst_header_bytes,inter_time-9,C_idletime_std,C_dst2src_pay_bytes_rate_max,packet_direction-5,C_src2dst_pay_bytes_max,packet_direction-0,packet_direction-1,inter_time-7,packets_rst,C_packets_psh_min,C_src2dst_pay_bytes_rate_avg,src2dst_inter_time_std,C_src2dst_pay_bytes_avg,dns_num_answers,packet_pay_size-7,C_number_of_contacts,detection_completed,inter_time-6,src2dst_header_bytes_std,packets_ack,C_packets_rst_max,inter_time-3,dst2src_header_bytes_avg,C_duration_avg,C_packets_ack_min,dns_query_class,C_dst2src_pay_bytes_std,C_packets_syn_avg,C_packets_psh_max,C_src2dst_packets_rate_avg,dst2src_pay_bytes_min,C_dst2src_header_bytes_min,src2dst_inter_time_max,src2dst_pay_bytes_min,http_method,C_packets_psh_avg,C_dst2src_header_bytes_std,C_packets_ack_std,flow_use_time,inter_time-2,dst2src_inter_time_min,C_dst2src_packets_rate_std,packet_pay_size-4,C_packets_ack_max,C_dst2src_packets_max,C_src2dst_pay_bytes_min,dns_num_queries,inter_time-8,packet_header_size-8,src2dst_pay_bytes_max,protocol,dst2src_pay_bytes_max,http_content_type,C_src2dst_packets_avg,C_src2dst_pay_bytes_rate_std,response_rel_time,packet_pay_size-10,inter_time_min,packet_header_size-1,dns_reply_code,inter_time_avg,C_packets_psh_std,src2dst_header_bytes_avg,packet_direction-9,C_dst2src_packets_std,packet_header_size-9,src2dst_packets,payload_bytes,packet_pay_size-5,http_num_request_headers,packet_header_size-2,packet_direction-4,packet_direction-7,C_tcp_retransmissions_min,C_duration_min,C_dst2src_pay_bytes_avg,dst2src_pay_bytes_avg,C_dst2src_header_bytes_max,C_packets_syn_min,packet_direction-3,http_num_response_headers,C_packets_fin_std,C_duration_std,C_src2dst_header_bytes_max,packets_syn,C_dst2src_header_bytes_avg,C_src2dst_pay_bytes_rate_min,packets_psh,src2dst_pay_bytes_rate,C_tcp_retransmissions_std,C_idletime_avg,C_src2dst_packets_rate_min,C_src2dst_packets_max,C_duration_max,packet_direction-6,C_packets_fin_max,C_packets_urg_std,C_src2dst_packets_rate_std,dst2src_header_bytes,payload_bytes_std,C_dst2src_pay_bytes_rate_avg,src2dst_inter_time_min,flow_duration,C_src2dst_pay_bytes_std,C_src2dst_packets_min,C_packets_urg_min,inter_time-5,dst2src_header_bytes_max,packet_direction-10,dst2src_inter_time_max,packet_pay_size-0,packets,inter_time_max,inter_time_std,C_src2dst_packets_std,packets_urg,packet_direction-8,dst2src_pay_bytes_rate,src2dst_inter_time_avg,dns_rsp_type,flow_idle_time,packet_header_size-3,inter_time-0,C_dst2src_pay_bytes_min,dst2src_pay_bytes_std,C_src2dst_header_bytes_avg,C_dst2src_packets_avg,bytes,packets_without_payload,C_tcp_retransmissions_avg,inter_time-1,C_src2dst_pay_bytes_rate_max,inter_time-4,C_dst2src_pay_bytes_max,packet_pay_size-6,dst2src_pay_bytes,payload_bytes_min,tcp_retransmissions,C_packets_fin_min,C_dst2src_packets_rate_avg,dst2src_inter_time_avg,packet_header_size-5,packet_pay_size-1,packet_header_size-10,C_dst2src_pay_bytes_rate_std,src2dst_pay_bytes_std,C_idletime_min,C_src2dst_header_bytes_std,src2dst_pay_bytes_avg,packet_pay_size-9,packet_direction-2,C_src2dst_header_bytes_min,C_dst2src_packets_min,C_packets_urg_max,C_dst2src_pay_bytes_rate_min
147.32.84.165,1025,147.32.80.9,53,CTU13/8,From-Botnet-V49-UDP-DNS,,,,Acceptable,5/DNS,33,29,0,203,0,0,0,0,0,666549,-1,28,152405,28,0,385,28,1000,266,28,-1,28,-1,72,0,0,0,2000,28,0,0,0,2060,28,23,0,0,1848,0,144091,199,0,250,1,1,0,0,0,8,97431,82,-1,32,27,1,0,0,0,0,997,28,474,0,-1,179,0,0,230,84,0,667109,22,-1,0,23,0,12819,549,542,313,29,0,4,44,-1,654,28,44,UDP,385,-1,2,23,549,31,0,28,-1,20256,0,28,1,1,28,66,6428,199,-1,28,1,1,0,0,242,189,112,0,1,-1,0,749,224,0,23,0,0,0,0,68846,0,8,3158,1,0,0,626,644,78,19,0,1802818,40,0,0,416,28,1,666550,33,89,666549,83903,1,0,0,0,27315,-1,1789999,28,0,84,71,68,0,10166,0,0,0,88,0,853,32,4368,22,0,0,114,78383,28,33,28,54,4,1002,41,31,31,0,0,0,0,0
147.32.84.165,1042,175.6.0.105,80,CTU13/8,From-Botnet-V49-TCP-WEB-Established,,,,Acceptable,7/HTTP,0,0,0,0,0,0,0,1,0,0,200,40,249,48,0,216,40,3,216,40,1,48,-1,55,3,3,0,3,40,0,1,0,426,40,4,0,4,416,0,0,0,1,426,1,1,505,2,4,0,1392,426,-1,0,1,1,0,3,12,0,0,42,505,4,-1,0,0,4,3,137,80,4705,213,2,4,0,0,505,492,0,0,0,4,2,426,-1,0,40,213,TCP,216,image/jpeg,2,0,0,0,0,48,-1,407,0,41,0,0,40,10,779,213,6,48,1,0,1,505,353,176,80,0,1,0,0,0,80,3,80,0,4,0,0,0,3,2,505,1,0,0,0,168,89,0,0,5702,0,2,0,0,48,1,505,0,14,4705,1204,0,0,0,0,570,-1,5197,40,0,353,39,80,2,1559,10,1,0,0,0,353,213,353,0,1,0,3,249,40,0,40,0,0,0,0,213,137,0,80,2,0,0
147.32.84.165,1043,175.6.0.103,80,CTU13/8,From-Botnet-V49-TCP-WEB-Established,120,3,3,Acceptable,7.60/HTTP.HTTP_Download,0,0,0,0,5,0,0,21,0,0,-1,40,233,48,0,2920,40,6,235,40,-1,52,-1,292,1,6,0,0,40,0,1,0,422,40,26,0,26,3952,0,0,8,1,422,1,1,504,24,3,0,143,422,-1,0,1,1,0,3,98,0,0,40,3925,26,-1,0,0,3,0,235,960,505,211,-1,3,0,0,3925,501,0,0,0,26,24,422,-1,0,40,211,TCP,2920,-1,2,0,0,0,0,48,-1,36,0,41,1,0,40,96,35697,211,-1,48,1,0,1,3925,35275,1469,960,0,1,-1,0,0,80,3,960,0,3,0,0,0,0,2,3925,1,0,0,0,1048,608,8,0,4426,0,2,0,0,48,1,505,0,122,505,128,0,0,0,7,46,-1,501,40,0,35275,388,80,24,42405,96,1,0,0,0,35275,211,35275,0,1,0,6,170,40,0,40,0,0,0,0,211,0,0,80,24,0,8
147.32.84.165,23076,122.225.115.158,3478,CTU13/8,From-Botnet-V49-UDP-Attempt,,,,Dangerous,78/STUN,28,28,0,28,0,0,0,27,0,0,-1,28,0,28,0,28,28,0,28,0,-1,28,-1,28,0,0,0,27,28,0,0,0,336,28,0,21,0,336,0,0,0,1,336,1,1,0,0,0,0,93,336,-1,28,1,1,30,0,0,0,0,0,441,0,-1,0,0,0,27,0,0,345,28,-1,0,0,0,441,19,0,0,28,0,0,336,-1,26,28,28,UDP,0,-1,12,0,0,28,0,28,-1,36,0,28,1,0,28,12,336,28,-1,28,1,1,0,441,0,0,0,0,1,-1,0,0,336,0,0,0,0,0,0,0,27,12,441,1,0,0,0,0,0,0,0,441,0,12,0,0,0,1,0,28,12,345,93,0,0,1,0,36,-1,0,28,0,0,0,336,0,840,0,0,0,0,345,0,28,0,28,0,0,0,0,28,28,28,0,0,0,0,28,28,1,336,0,0,0
147.32.84.165,23075,122.225.115.159,3478,CTU13/8,From-Botnet-V49-UDP-Established,,,,Unrated,0/Unknown,28,-1,0,88,2,0,0,4,0,0,-1,-1,0,28,0,88,28,2,-1,28,-1,28,-1,48,0,2,0,4,-1,0,0,0,56,-1,1,-1,0,56,-1,0,0,-1,56,1,1,-1,0,0,0,0,56,-1,-1,1,0,-1,0,0,0,-1,28,413,0,-1,0,0,0,4,88,28,0,28,-1,0,0,0,413,413,413,0,-1,0,1,56,-1,-1,-1,28,UDP,88,-1,2,0,0,-1,0,28,-1,137,0,28,-1,0,-1,2,144,-1,-1,28,-1,-1,0,413,88,88,28,0,-1,-1,0,0,56,0,28,0,0,0,0,0,4,2,413,-1,0,0,0,28,28,0,0,413,0,2,0,-1,28,-1,413,28,3,413,194,0,0,-1,0,0,-1,0,-1,0,88,0,56,1,270,0,0,0,0,-1,88,-1,88,28,0,0,2,413,-1,28,-1,0,0,0,0,28,-1,0,56,1,0,0
122.225.115.159,3478,147.32.84.165,23076,CTU13/8,Background-UDP-Attempt,,,,Unrated,0/Unknown,88,-1,0,88,0,0,0,7,0,0,-1,-1,0,28,0,88,28,0,-1,0,-1,28,-1,88,0,0,0,7,-1,0,0,0,264,-1,0,-1,0,84,-1,0,0,-1,264,1,1,-1,0,0,0,159,264,-1,-1,1,0,-1,0,0,0,-1,0,421,0,-1,0,0,0,7,0,0,364,88,-1,0,0,0,421,57,0,0,-1,0,0,264,-1,-1,-1,88,UDP,0,-1,3,0,0,-1,0,28,-1,140,0,28,-1,0,-1,3,264,-1,-1,28,-1,-1,0,421,0,0,0,0,-1,-1,0,0,84,0,0,0,0,0,0,0,7,3,421,-1,0,0,0,0,0,0,0,421,0,3,0,-1,0,-1,0,88,3,364,159,0,0,-1,0,140,-1,0,-1,0,0,0,84,0,390,0,0,364,0,-1,0,-1,0,88,0,0,0,0,-1,88,-1,0,0,0,0,88,-1,1,84,0,0,0
122.225.115.158,3479,147.32.84.165,23076,CTU13/8,Background-UDP-Attempt,,,,Unrated,0/Unknown,88,-1,0,88,0,0,0,7,0,0,-1,-1,0,28,0,88,28,0,-1,0,-1,28,-1,88,0,0,0,7,-1,0,0,0,264,-1,0,-1,0,84,-1,0,0,-1,264,1,1,-1,0,0,0,158,264,-1,-1,1,0,-1,0,0,0,-1,0,423,0,-1,0,0,0,7,0,0,363,88,-1,0,0,0,423,60,0,0,-1,0,0,264,-1,-1,-1,88,UDP,0,-1,3,0,0,-1,0,28,-1,141,0,28,-1,0,-1,3,264,-1,-1,28,-1,-1,0,423,0,0,0,0,-1,-1,0,0,84,0,0,0,0,0,0,0,7,3,423,-1,0,0,0,0,0,0,0,423,0,3,0,-1,0,-1,0,88,3,363,158,0,0,-1,0,141,-1,0,-1,0,0,0,84,0,390,0,0,363,0,-1,0,-1,0,88,0,0,0,0,-1,88,-1,0,0,0,0,88,-1,1,84,0,0,0
147.32.84.165,137,147.32.84.255,137,CTU13/8,,,,,Acceptable,10/NetBIOS,50,50,0,50,0,0,0,0,0,686888,-1,28,0,28,0,50,28,0,50,0,-1,28,-1,50,0,0,0,4,28,0,0,0,2800,28,0,750,0,1568,0,236995,0,1,600,1,1,0,0,0,0,115174,311,-1,50,9,1,208565,0,0,0,0,0,1581,0,-1,0,0,0,3,0,0,686888,50,-1,0,0,0,14232,745,0,0,50,0,0,100,-1,747,28,50,UDP,0,-1,6,0,0,50,0,28,-1,29852,0,28,1,0,28,56,2800,50,-1,28,1,1,0,0,0,0,0,0,1,-1,0,897,336,0,0,0,0,0,0,207187,0,12,3748,1,0,0,1,0,0,0,0,1671728,119,2,0,0,0,1,0,50,56,686888,115174,2,0,1,0,29852,-1,1657496,28,0,0,0,174,0,5152,0,0,0,0,751,0,50,0,50,0,0,0,0,28,50,28,0,0,11344,67,50,50,1,56,0,0,0
147.32.84.165,1046,208.98.43.148,81,CTU13/8,From-Botnet-V49-TCP-Established,,,,Unrated,0/Unknown,0,0,0,0,0,0,0,0,0,0,-1,40,0,48,0,186,40,0,0,48,-1,48,-1,33,0,0,0,0,40,0,1,0,372,40,1,0,2,416,61046,0,0,1,372,1,1,125,2,2,0,18305,372,-1,0,1,0,0,3,9,0,1,48,0,2,-1,0,0,2,0,0,0,61046,186,-1,2,0,0,0,123,123,0,0,2,0,372,-1,0,40,186,TCP,0,-1,2,0,0,0,0,48,-1,5572,0,41,1,0,40,10,372,186,-1,48,1,1,1,0,0,0,0,0,1,-1,0,0,80,3,0,0,2,0,0,0,0,2,0,1,0,0,0,48,71,0,0,61295,0,2,0,0,48,1,123,0,11,61046,17542,0,0,1,0,6129,-1,61295,40,0,0,0,80,0,990,9,1,0,0,0,0,186,0,0,1,0,0,123,40,0,40,0,0,0,0,186,0,0,80,0,0,0
147.32.84.165,1047,174.128.235.237,88,CTU13/8,From-Botnet-V49-TCP-CC76-HTTP-Custom-Port-Not-Encrypted-Binary-Download,,,,Acceptable,7.60/HTTP.HTTP_Download,0,0,0,0,0,0,0,1,0,40524,-1,40,4691,48,0,7300,40,121,1460,40,-1,48,-1,291,0,0,0,13,40,0,1,0,14142,40,224,0,8,37376,0,5249,176,1,390,1,1,152,2,2,1,2251,382,-1,1460,37,1,0,0,1156,0,1,40,165,2,-1,6553,0,3,11,602,0,12212,191,-1,2,171,4,6135,149,0,27,0,21,19,382,-1,0,40,191,TCP,7300,-1,2,0,0,0,0,48,-1,369,0,40,1,4,40,934,368122,191,-1,48,1,0,0,0,9832,1685,760,0,1,-1,0,81,80,3,241,0,83,0,0,13556,0,2,605,1,0,0,2,8968,702,59,0,554386,1,2,0,0,48,0,12396,0,1158,12212,2060,0,0,0,0,444,-1,548251,40,0,1460,793,80,6,430678,861,0,0,2,0,27740,191,353980,0,1,0,37,2200,40,0,40,43,0,11531,0,191,0,0,80,0,0,0
