src,src_port,dst,dst_port,original_dataset,original_label,event_generator,event_signature,event_priority,ndpi_risk,ndpi_detected_protocol,payload_bytes_first,packet_pay_size-3,C_packets_rst_avg,packet_pay_size-2,dst2src_packets_rate,C_packets_rst_min,C_packets_urg_avg,src2dst_packets_rate,C_packets_fin_avg,C_idletime_max,http_response_status_code,packet_header_size-4,dst2src_inter_time_std,packet_header_size-0,C_packets_rst_std,payload_bytes_max,src2dst_header_bytes_min,C_dst2src_packets_rate_max,packet_pay_size-8,dst2src_header_bytes_min,http_request_version,src2dst_header_bytes_max,dns_query_type,payload_bytes_avg,dst2src_header_bytes_std,C_dst2src_packets_rate_min,C_packets_syn_std,C_src2dst_packets_rate_max,packet_header_size-7,C_packets_syn_max,C_tcp_retransmissions_max,packets_fin,src2dst_pay_bytes,packet_header_size-6,dst2src_packets,inter_time-10,C_packets_ack_avg,src2dst_header_bytes,inter_time-9,C_idletime_std,C_dst2src_pay_bytes_rate_max,packet_direction-5,C_src2dst_pay_bytes_max,packet_direction-0,packet_direction-1,inter_time-7,packets_rst,C_packets_psh_min,C_src2dst_pay_bytes_rate_avg,src2dst_inter_time_std,C_src2dst_pay_bytes_avg,dns_num_answers,packet_pay_size-7,C_number_of_contacts,detection_completed,inter_time-6,src2dst_header_bytes_std,packets_ack,C_packets_rst_max,inter_time-3,dst2src_header_bytes_avg,C_duration_avg,C_packets_ack_min,dns_query_class,C_dst2src_pay_bytes_std,C_packets_syn_avg,C_packets_psh_max,C_src2dst_packets_rate_avg,dst2src_pay_bytes_min,C_dst2src_header_bytes_min,src2dst_inter_time_max,src2dst_pay_bytes_min,http_method,C_packets_psh_avg,C_dst2src_header_bytes_std,C_packets_ack_std,flow_use_time,inter_time-2,dst2src_inter_time_min,C_dst2src_packets_rate_std,packet_pay_size-4,C_packets_ack_max,C_dst2src_packets_max,C_src2dst_pay_bytes_min,dns_num_queries,inter_time-8,packet_header_size-8,src2dst_pay_bytes_max,protocol,dst2src_pay_bytes_max,http_content_type,C_src2dst_packets_avg,C_src2dst_pay_bytes_rate_std,response_rel_time,packet_pay_size-10,inter_time_min,packet_header_size-1,dns_reply_code,inter_time_avg,C_packets_psh_std,src2dst_header_bytes_avg,packet_direction-9,C_dst2src_packets_std,packet_header_size-9,src2dst_packets,payload_bytes,packet_pay_size-5,http_num_request_headers,packet_header_size-2,packet_direction-4,packet_direction-7,C_tcp_retransmissions_min,C_duration_min,C_dst2src_pay_bytes_avg,dst2src_pay_bytes_avg,C_dst2src_header_bytes_max,C_packets_syn_min,packet_direction-3,http_num_response_headers,C_packets_fin_std,C_duration_std,C_src2dst_header_bytes_max,packets_syn,C_dst2src_header_bytes_avg,C_src2dst_pay_bytes_rate_min,packets_psh,src2dst_pay_bytes_rate,C_tcp_retransmissions_std,C_idletime_avg,C_src2dst_packets_rate_min,C_src2dst_packets_max,C_duration_max,packet_direction-6,C_packets_fin_max,C_packets_urg_std,C_src2dst_packets_rate_std,dst2src_header_bytes,payload_bytes_std,C_dst2src_pay_bytes_rate_avg,src2dst_inter_time_min,flow_duration,C_src2dst_pay_bytes_std,C_src2dst_packets_min,C_packets_urg_min,inter_time-5,dst2src_header_bytes_max,packet_direction-10,dst2src_inter_time_max,packet_pay_size-0,packets,inter_time_max,inter_time_std,C_src2dst_packets_std,packets_urg,packet_direction-8,dst2src_pay_bytes_rate,src2dst_inter_time_avg,dns_rsp_type,flow_idle_time,packet_header_size-3,inter_time-0,C_dst2src_pay_bytes_min,dst2src_pay_bytes_std,C_src2dst_header_bytes_avg,C_dst2src_packets_avg,bytes,packets_without_payload,C_tcp_retransmissions_avg,inter_time-1,C_src2dst_pay_bytes_rate_max,inter_time-4,C_dst2src_pay_bytes_max,packet_pay_size-6,dst2src_pay_bytes,payload_bytes_min,tcp_retransmissions,C_packets_fin_min,C_dst2src_packets_rate_avg,dst2src_inter_time_avg,packet_header_size-5,packet_pay_size-1,packet_header_size-10,C_dst2src_pay_bytes_rate_std,src2dst_pay_bytes_std,C_idletime_min,C_src2dst_header_bytes_std,src2dst_pay_bytes_avg,packet_pay_size-9,packet_direction-2,C_src2dst_header_bytes_min,C_dst2src_packets_min,C_packets_urg_max,C_dst2src_pay_bytes_rate_min
115.206.29.133,7600,147.32.84.165,7600,CTU13/12,Background-UDP-Attempt,,,,Unrated,0/Unknown,47,47,0,47,0,0,0,0,0,4736,-1,-1,0,28,0,47,28,0,-1,0,-1,28,-1,47,0,0,0,0,-1,0,0,0,188,-1,0,-1,0,112,-1,706,0,-1,47,1,1,-1,0,0,0,1928,47,-1,-1,4,0,-1,0,0,0,4736,0,0,0,-1,0,0,0,0,0,0,4736,47,-1,0,0,0,0,4711,0,0,-1,0,0,47,-1,-1,-1,47,UDP,0,-1,1,0,0,-1,0,28,-1,3168,0,28,-1,0,-1,4,188,-1,-1,28,-1,-1,0,0,0,0,0,0,1,-1,0,0,28,0,0,0,0,0,0,4224,0,1,0,-1,0,0,0,0,0,0,0,12673,0,1,0,-1,0,-1,0,47,4,4736,1928,0,0,-1,0,3168,-1,12673,28,0,0,0,28,0,356,0,0,3226,0,-1,0,-1,0,47,0,0,0,0,-1,47,-1,0,0,3226,0,47,-1,1,28,0,0,0
147.32.84.165,137,147.32.84.255,137,CTU13/12,,,,,Acceptable,10/NetBIOS,68,68,0,68,0,0,0,0,0,50550,-1,28,0,28,0,68,28,0,68,0,-1,28,-1,54,0,0,0,4,28,0,0,0,7476,28,0,210,0,3864,0,17434,0,1,2532,1,1,0,0,0,0,5278,830,-1,50,9,1,145,0,0,0,0,0,4181,0,-1,0,0,0,2,0,0,50550,50,-1,0,0,0,37629,746,0,0,50,0,0,100,-1,395,28,68,UDP,0,-1,15,0,0,50,0,28,-1,1078,0,28,1,0,28,138,7476,50,-1,28,1,1,0,0,0,0,0,0,1,-1,0,3435,1176,0,0,0,0,0,0,13908,0,42,11437,1,0,0,1,0,7,0,0,148895,720,2,0,0,0,1,0,68,138,50550,5278,12,0,1,0,1078,-1,111266,28,0,0,0,429,0,13272,0,0,0,0,212,0,50,0,50,0,0,0,0,28,68,28,0,7,1326,347,54,68,1,56,0,0,0
147.32.84.165,1025,147.32.80.9,53,CTU13/12,From-Botnet-V51-1-UDP-DNS,,,,Acceptable,5/DNS,22,45,0,97,0,0,0,0,0,54507,-1,28,13291,28,0,461,28,1000,240,28,-1,28,-1,98,0,0,0,2000,28,0,0,0,1496,28,21,0,0,1232,2302,16584,97,0,198,1,1,0,0,0,3,9673,115,-1,34,13,1,130,0,0,0,2294,28,926,0,-1,191,0,0,158,87,0,55234,22,-1,0,23,0,12040,1,1,265,45,0,3,44,-1,1,28,45,UDP,461,-1,3,11,1,39,0,28,-1,1914,0,28,1,1,28,44,6401,461,-1,28,1,1,0,0,408,233,84,0,1,-1,0,880,168,0,45,0,0,0,0,9364,0,6,3176,1,0,0,531,588,107,7,0,124415,47,2,0,10,28,1,54824,22,65,54507,7964,1,0,0,0,2806,-1,112375,28,0,97,92,94,1,9131,0,0,0,44,0,722,34,4905,22,0,0,79,5924,28,22,28,25,4,1134,40,34,39,0,56,0,0,0
147.32.84.165,1027,74.125.232.130,80,CTU13/12,From-Botnet-V51-1-TCP-HTTP-Google-Net-Established-6,,,,Safe,7.126/HTTP.Google,0,0,0,0,34,0,0,91,0,0,-1,40,4,48,0,393,40,16,77,40,-1,48,-1,78,3,16,0,33,40,0,0,0,786,40,3,0,3,336,3,0,1,1,786,1,1,24,2,3,13,20,786,-1,0,1,1,0,3,9,0,0,42,59,3,-1,0,0,3,33,77,40,62,393,-1,3,0,0,59,24,24,0,0,3,1,786,-1,35,40,393,TCP,77,-1,2,0,0,0,0,48,-1,7,0,42,1,0,40,8,863,393,-1,48,1,0,0,59,77,77,40,0,1,-1,0,0,80,3,40,13,3,9,0,0,33,2,59,1,0,0,0,128,149,1,0,87,0,2,0,1,48,1,35,0,11,35,12,0,0,0,0,10,-1,28,40,0,77,0,80,1,1481,8,0,0,13,0,77,393,77,0,0,0,16,28,40,0,40,0,0,0,0,393,0,0,80,1,0,1
147.32.84.165,1029,74.125.79.100,80,CTU13/12,From-Botnet-V51-1-TCP-HTTP-Google-Net-Established-6,,,,Safe,7.126/HTTP.Google,0,0,0,0,0,0,0,0,0,0,-1,40,8,48,0,1242,40,40,653,40,-1,48,-1,232,3,40,0,160,40,0,0,0,2474,40,4,0,5,496,20,0,49,1,2474,1,1,0,2,5,98,11121,2474,-1,653,1,1,0,3,14,0,0,42,25,5,-1,0,0,5,160,1242,40,40260,584,-1,5,0,0,25,19,0,0,0,5,1,2474,-1,0,40,653,TCP,1242,-1,4,0,0,0,0,48,-1,2531,0,41,0,0,40,12,3716,584,-1,48,1,1,0,25,1242,1242,40,0,1,-1,0,0,160,3,40,98,5,0,0,0,160,4,25,1,0,0,0,168,372,49,0,40497,0,4,0,0,48,0,20,0,16,40260,9741,0,0,1,0,3374,-1,40472,40,0,1242,0,160,1,4604,11,0,0,98,0,1242,584,1242,0,0,0,40,11,40,0,40,0,34,0,0,618,0,0,160,1,0,49
147.32.84.165,1030,173.194.1.21,80,CTU13/12,From-Botnet-V51-1-TCP-WEB-Established,,,,Safe,7.126/HTTP.Google,0,0,0,0,559,0,0,2246,1,0,-1,40,21,48,0,4380,40,558,317,40,-1,48,-1,308,0,558,0,7,40,0,0,1,554,40,159,0,159,25536,0,0,871,1,554,1,1,1,2,25,1,10,554,-1,0,1,1,0,0,795,0,1,40,281,159,-1,0,0,25,7,317,6280,218,277,-1,25,0,0,281,1,0,0,0,159,157,554,-1,217,40,277,TCP,4380,-1,2,0,0,1460,0,48,-1,0,0,40,0,0,40,638,245315,277,-1,48,1,0,0,281,244761,1536,6280,0,1,-1,0,0,80,3,6280,1,25,1,0,0,7,2,281,1,1,0,0,6368,642,871,0,284,0,2,0,0,48,1,217,0,797,217,9,0,0,0,861,0,-1,3,40,0,244761,421,80,157,288377,638,0,0,1,0,244761,277,244761,0,0,1,558,2,40,0,40,0,0,0,0,277,1460,0,80,157,0,871
147.32.84.79,51408,147.32.84.165,0,CTU13/12,,,,,Unrated,0/Unknown,27,-1,0,-1,0,0,0,0,0,0,-1,-1,0,28,0,27,28,0,-1,0,-1,28,-1,27,0,0,0,0,-1,0,0,0,27,-1,0,-1,0,28,-1,0,0,-1,27,1,-1,-1,0,0,0,0,27,-1,-1,1,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,27,-1,0,0,0,0,-1,0,0,-1,0,0,27,-1,-1,-1,27,UDP,0,-1,1,0,0,-1,0,-1,-1,0,0,28,-1,0,-1,1,27,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1,0,0,28,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,1,0,-1,0,-1,0,27,1,0,0,0,0,-1,0,0,-1,0,-1,0,0,0,28,0,69,0,0,-1,0,-1,0,-1,0,27,0,0,0,0,-1,-1,-1,0,0,0,0,27,-1,-1,28,0,0,0
173.194.1.21,0,147.32.84.165,0,CTU13/12,,139,1,2,Unrated,0/Unknown,0,-1,0,-1,0,0,0,0,0,0,-1,-1,0,20,0,0,20,0,-1,0,-1,20,-1,0,0,0,0,0,-1,0,0,0,0,-1,0,-1,0,20,-1,0,0,-1,0,1,-1,-1,0,0,0,0,0,-1,-1,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,-1,0,0,0,-1,-1,-1,0,254,0,-1,0,0,0,-1,0,-1,-1,0,0,20,-1,0,-1,1,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,1,0,0,0,0,-1,0,0,-1,0,-1,0,0,0,0,0,34,1,0,-1,0,-1,0,-1,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,-1,-1,0,0,0,0
147.32.84.165,123,65.55.56.40,123,CTU13/12,From-Botnet-V51-1-UDP-Attempt,,,,Acceptable,9/NTP,48,48,0,48,0,0,0,1,0,2874,-1,-1,0,28,0,48,28,0,-1,0,-1,28,-1,48,0,0,0,0,-1,0,0,0,192,-1,0,-1,0,112,-1,0,0,-1,96,1,1,-1,0,0,0,1244,96,-1,-1,2,1,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,2874,48,-1,0,0,0,0,2874,0,0,-1,0,0,96,-1,-1,-1,48,UDP,0,-1,2,0,0,-1,0,28,-1,718,0,28,-1,0,-1,4,192,-1,-1,28,-1,-1,0,0,0,0,0,0,1,-1,0,0,56,0,0,0,0,0,0,2874,0,2,0,-1,0,0,0,0,0,0,0,2874,0,2,0,-1,0,-1,0,48,4,2874,1244,0,0,-1,0,718,-1,2874,28,0,0,0,56,0,360,0,0,0,0,-1,0,-1,0,48,0,0,0,0,-1,48,-1,0,0,2874,0,48,-1,1,56,0,0,0
126.25.169.72,7600,147.32.84.165,7600,CTU13/12,Background-UDP-Attempt,,,,Unrated,0/Unknown,47,-1,0,-1,0,0,0,0,0,0,-1,-1,0,28,0,47,28,0,-1,0,-1,28,-1,47,0,0,0,0,-1,0,0,0,47,-1,0,-1,0,28,-1,0,0,-1,47,1,-1,-1,0,0,0,0,47,-1,-1,1,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,47,-1,0,0,0,0,-1,0,0,-1,0,0,47,-1,-1,-1,47,UDP,0,-1,1,0,0,-1,0,-1,-1,0,0,28,-1,0,-1,1,47,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1,0,0,28,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,1,0,-1,0,-1,0,47,1,0,0,0,0,-1,0,0,-1,0,-1,0,0,0,28,0,89,0,0,-1,0,-1,0,-1,0,47,0,0,0,0,-1,-1,-1,0,0,0,0,47,-1,-1,28,0,0,0
