src,src_port,dst,dst_port,original_dataset,original_label,event_generator,event_signature,event_priority,ndpi_risk,ndpi_detected_protocol,payload_bytes_first,packet_pay_size-3,C_packets_rst_avg,packet_pay_size-2,dst2src_packets_rate,C_packets_rst_min,C_packets_urg_avg,src2dst_packets_rate,C_packets_fin_avg,C_idletime_max,http_response_status_code,packet_header_size-4,dst2src_inter_time_std,packet_header_size-0,C_packets_rst_std,payload_bytes_max,src2dst_header_bytes_min,C_dst2src_packets_rate_max,packet_pay_size-8,dst2src_header_bytes_min,http_request_version,src2dst_header_bytes_max,dns_query_type,payload_bytes_avg,dst2src_header_bytes_std,C_dst2src_packets_rate_min,C_packets_syn_std,C_src2dst_packets_rate_max,packet_header_size-7,C_packets_syn_max,C_tcp_retransmissions_max,packets_fin,src2dst_pay_bytes,packet_header_size-6,dst2src_packets,inter_time-10,C_packets_ack_avg,src2dst_header_bytes,inter_time-9,C_idletime_std,C_dst2src_pay_bytes_rate_max,packet_direction-5,C_src2dst_pay_bytes_max,packet_direction-0,packet_direction-1,inter_time-7,packets_rst,C_packets_psh_min,C_src2dst_pay_bytes_rate_avg,src2dst_inter_time_std,C_src2dst_pay_bytes_avg,dns_num_answers,packet_pay_size-7,C_number_of_contacts,detection_completed,inter_time-6,src2dst_header_bytes_std,packets_ack,C_packets_rst_max,inter_time-3,dst2src_header_bytes_avg,C_duration_avg,C_packets_ack_min,dns_query_class,C_dst2src_pay_bytes_std,C_packets_syn_avg,C_packets_psh_max,C_src2dst_packets_rate_avg,dst2src_pay_bytes_min,C_dst2src_header_bytes_min,src2dst_inter_time_max,src2dst_pay_bytes_min,http_method,C_packets_psh_avg,C_dst2src_header_bytes_std,C_packets_ack_std,flow_use_time,inter_time-2,dst2src_inter_time_min,C_dst2src_packets_rate_std,packet_pay_size-4,C_packets_ack_max,C_dst2src_packets_max,C_src2dst_pay_bytes_min,dns_num_queries,inter_time-8,packet_header_size-8,src2dst_pay_bytes_max,protocol,dst2src_pay_bytes_max,http_content_type,C_src2dst_packets_avg,C_src2dst_pay_bytes_rate_std,response_rel_time,packet_pay_size-10,inter_time_min,packet_header_size-1,dns_reply_code,inter_time_avg,C_packets_psh_std,src2dst_header_bytes_avg,packet_direction-9,C_dst2src_packets_std,packet_header_size-9,src2dst_packets,payload_bytes,packet_pay_size-5,http_num_request_headers,packet_header_size-2,packet_direction-4,packet_direction-7,C_tcp_retransmissions_min,C_duration_min,C_dst2src_pay_bytes_avg,dst2src_pay_bytes_avg,C_dst2src_header_bytes_max,C_packets_syn_min,packet_direction-3,http_num_response_headers,C_packets_fin_std,C_duration_std,C_src2dst_header_bytes_max,packets_syn,C_dst2src_header_bytes_avg,C_src2dst_pay_bytes_rate_min,packets_psh,src2dst_pay_bytes_rate,C_tcp_retransmissions_std,C_idletime_avg,C_src2dst_packets_rate_min,C_src2dst_packets_max,C_duration_max,packet_direction-6,C_packets_fin_max,C_packets_urg_std,C_src2dst_packets_rate_std,dst2src_header_bytes,payload_bytes_std,C_dst2src_pay_bytes_rate_avg,src2dst_inter_time_min,flow_duration,C_src2dst_pay_bytes_std,C_src2dst_packets_min,C_packets_urg_min,inter_time-5,dst2src_header_bytes_max,packet_direction-10,dst2src_inter_time_max,packet_pay_size-0,packets,inter_time_max,inter_time_std,C_src2dst_packets_std,packets_urg,packet_direction-8,dst2src_pay_bytes_rate,src2dst_inter_time_avg,dns_rsp_type,flow_idle_time,packet_header_size-3,inter_time-0,C_dst2src_pay_bytes_min,dst2src_pay_bytes_std,C_src2dst_header_bytes_avg,C_dst2src_packets_avg,bytes,packets_without_payload,C_tcp_retransmissions_avg,inter_time-1,C_src2dst_pay_bytes_rate_max,inter_time-4,C_dst2src_pay_bytes_max,packet_pay_size-6,dst2src_pay_bytes,payload_bytes_min,tcp_retransmissions,C_packets_fin_min,C_dst2src_packets_rate_avg,dst2src_inter_time_avg,packet_header_size-5,packet_pay_size-1,packet_header_size-10,C_dst2src_pay_bytes_rate_std,src2dst_pay_bytes_std,C_idletime_min,C_src2dst_header_bytes_std,src2dst_pay_bytes_avg,packet_pay_size-9,packet_direction-2,C_src2dst_header_bytes_min,C_dst2src_packets_min,C_packets_urg_max,C_dst2src_pay_bytes_rate_min
147.32.84.165,1040,91.212.135.158,5678,CTU13/6,From-Botnet-V47-TCP-CC73-Not-Encrypted,,,,Unrated,0/Unknown,0,0,0,0,185,0,0,579,1,0,-1,40,25,48,0,7300,40,217,120,40,-1,52,-1,421,0,217,0,1,40,0,1,3,254,40,349,64,347,43640,0,0,371,1,240,1,1,163,0,3,0,13,240,-1,0,1,1,0,1,1437,0,0,40,1589,347,-1,0,0,3,1,7,13800,163,7,-1,3,0,0,1589,63,0,0,0,347,345,240,-1,0,40,120,TCP,7300,-1,2,0,0,7,0,48,-1,2,0,40,1,0,40,1090,591293,7,-1,48,1,0,1,1589,591032,1878,13800,0,1,-1,0,0,80,3,13800,0,6,0,0,0,1,2,1589,1,1,0,0,13968,916,371,0,1880,0,2,0,0,48,1,163,0,1439,163,12,0,0,1,314,2,-1,291,40,0,591032,1006,80,345,669047,1089,1,0,0,0,591032,7,591039,0,2,1,217,9,40,0,40,0,56,0,0,63,120,0,80,345,0,371
147.32.84.165,1041,147.32.80.9,53,CTU13/6,From-Botnet-V47-UDP-DNS,,,,Acceptable,5/DNS,46,-1,0,99,6,0,0,13,0,0,-1,-1,0,28,0,99,28,6,-1,28,-1,28,-1,63,0,6,0,13,-1,0,0,0,92,-1,1,-1,0,56,-1,0,0,-1,92,1,1,-1,0,0,0,0,92,-1,-1,1,1,-1,0,0,0,-1,28,147,0,-1,0,0,0,13,99,28,0,46,-1,0,0,0,147,147,147,0,-1,0,1,92,-1,-1,-1,46,UDP,99,-1,2,0,147,-1,0,28,-1,49,0,28,-1,0,-1,2,191,-1,-1,28,-1,-1,0,147,99,99,28,0,-1,-1,0,0,56,0,28,0,0,0,0,0,13,2,147,-1,0,0,0,28,24,0,0,147,0,2,0,-1,28,-1,147,46,3,147,69,0,0,-1,0,0,-1,0,-1,0,99,0,56,1,317,0,0,0,0,-1,99,-1,99,46,0,0,6,147,-1,46,-1,0,0,0,0,46,-1,0,56,1,0,0
147.32.84.165,1042,147.32.80.9,53,CTU13/6,From-Botnet-V47-UDP-DNS,,,,Acceptable,5/DNS,44,-1,0,198,1000,0,0,2000,0,0,-1,-1,0,28,0,198,28,1000,-1,28,-1,28,-1,95,0,1000,0,2000,-1,0,0,0,88,-1,1,-1,0,56,-1,0,198,-1,88,1,1,-1,0,0,88,0,88,-1,-1,1,1,-1,0,0,0,-1,28,1,0,-1,0,0,0,2000,198,28,0,44,-1,0,0,0,1,1,1,0,-1,0,1,88,-1,-1,-1,44,UDP,198,-1,2,0,1,-1,0,28,-1,0,0,28,-1,0,-1,2,286,-1,-1,28,-1,-1,0,1,198,198,28,0,-1,-1,0,0,56,0,28,88,0,88,0,0,2000,2,1,-1,0,0,0,28,72,198,0,1,0,2,0,-1,28,-1,1,44,3,1,0,0,0,-1,198,0,-1,0,-1,0,198,0,56,1,412,0,0,0,88,-1,198,-1,198,44,0,0,1000,1,-1,44,-1,0,0,0,0,44,-1,0,56,1,0,198
147.32.84.165,1043,91.212.135.158,5678,CTU13/6,From-Botnet-V47-TCP-CC73-Not-Encrypted,,,,Unrated,0/Unknown,0,0,0,0,12,0,0,34,1,0,-1,40,40,48,0,1072,40,8,168,40,-1,48,-1,75,3,8,0,16,40,0,1,3,350,40,5,61,3,576,0,0,8,1,336,1,1,159,0,3,2,44,336,-1,0,1,1,0,2,17,0,0,41,123,3,-1,0,0,3,16,7,40,159,7,-1,3,0,0,123,60,60,0,0,3,1,336,-1,0,40,168,TCP,1072,-1,2,0,0,7,0,48,-1,21,0,41,1,0,40,14,1429,7,-1,48,1,0,1,123,1072,539,40,0,1,-1,0,0,80,3,40,2,6,0,0,0,16,2,123,1,1,0,0,208,240,8,0,405,0,2,0,2,48,0,161,0,19,159,40,0,0,1,2,24,-1,282,40,0,1072,532,80,1,2479,13,1,0,2,0,1072,7,1079,0,2,1,8,81,40,0,40,0,80,0,0,87,168,0,80,1,0,8
147.32.84.165,1046,68.90.69.10,25,CTU13/6,From-Botnet-V47-TCP-Attempt-SPAM,,,,Unrated,0/Unknown,0,0,0,0,0,0,0,1,0,0,-1,-1,0,48,0,0,48,0,-1,0,-1,48,-1,0,0,0,0,0,-1,0,0,0,0,-1,0,-1,0,192,-1,0,0,-1,0,1,1,-1,0,0,0,1299,0,-1,-1,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,3001,0,-1,0,0,0,0,3001,0,0,-1,0,0,0,-1,-1,-1,0,TCP,0,-1,0,0,0,-1,0,48,-1,750,0,48,-1,0,-1,4,0,-1,-1,48,-1,-1,0,0,0,0,0,0,1,-1,0,0,0,4,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,3001,0,0,0,-1,0,-1,0,0,4,3001,1299,0,0,-1,0,750,-1,3001,48,0,0,0,0,0,248,4,0,0,0,-1,0,-1,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,-1,1,0,0,0,0
147.32.84.165,1049,88.255.110.57,25,CTU13/6,From-Botnet-V47-TCP-Attempt-SPAM,,,,Unrated,0/Unknown,0,0,0,0,0,0,0,1,0,0,-1,-1,0,48,0,0,48,0,-1,0,-1,48,-1,0,0,0,0,0,-1,0,0,0,0,-1,0,-1,0,192,-1,0,0,-1,0,1,1,-1,0,0,0,1299,0,-1,-1,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,3000,0,-1,0,0,0,0,3000,0,0,-1,0,0,0,-1,-1,-1,0,TCP,0,-1,0,0,0,-1,0,48,-1,750,0,48,-1,0,-1,4,0,-1,-1,48,-1,-1,0,0,0,0,0,0,1,-1,0,0,0,4,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,3000,0,0,0,-1,0,-1,0,0,4,3000,1299,0,0,-1,0,750,-1,3000,48,0,0,0,0,0,248,4,0,0,0,-1,0,-1,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,-1,1,0,0,0,0
147.32.84.165,1052,198.107.153.93,25,CTU13/6,From-Botnet-V47-TCP-Attempt-SPAM,,,,Unrated,0/Unknown,0,0,0,0,0,0,0,1,0,0,-1,-1,0,48,0,0,48,0,-1,0,-1,48,-1,0,0,0,0,0,-1,0,0,0,0,-1,0,-1,0,192,-1,0,0,-1,0,1,1,-1,0,0,0,1298,0,-1,-1,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,2999,0,-1,0,0,0,0,2999,0,0,-1,0,0,0,-1,-1,-1,0,TCP,0,-1,0,0,0,-1,0,48,-1,749,0,48,-1,0,-1,4,0,-1,-1,48,-1,-1,0,0,0,0,0,0,1,-1,0,0,0,4,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,2999,0,0,0,-1,0,-1,0,0,4,2999,1298,0,0,-1,0,749,-1,2999,48,0,0,0,0,0,248,4,0,0,0,-1,0,-1,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,-1,1,0,0,0,0
147.32.84.165,1054,94.245.120.86,25,CTU13/6,From-Botnet-V47-TCP-Attempt-SPAM,,,,Unrated,0/Unknown,0,0,0,0,0,0,0,0,0,0,-1,48,0,48,0,0,48,0,-1,0,-1,48,-1,0,0,0,0,0,-1,0,0,0,0,-1,0,-1,0,288,-1,0,0,1,0,1,1,-1,0,0,0,2294,0,-1,-1,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,6009,0,-1,0,0,0,0,3004,0,0,0,0,0,0,-1,-1,-1,0,TCP,0,-1,0,0,0,-1,0,48,-1,1502,0,48,-1,0,-1,6,0,0,-1,48,1,-1,0,0,0,0,0,0,1,-1,0,0,0,6,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,9013,0,0,0,0,0,-1,0,0,6,6009,2294,0,0,-1,0,1502,-1,9013,48,0,0,0,0,0,372,6,0,0,0,6009,0,-1,0,0,0,0,0,0,48,0,-1,0,0,0,0,0,-1,1,0,0,0,0
147.32.84.165,1073,65.55.92.152,25,CTU13/6,From-Botnet-V47-TCP-Attempt-SPAM,,,,Unrated,0/Unknown,0,0,0,0,0,0,0,0,0,0,-1,48,0,48,0,0,48,0,-1,0,-1,48,-1,0,0,0,0,0,-1,0,0,0,0,-1,0,-1,0,288,-1,0,0,1,0,1,1,-1,0,0,0,2294,0,-1,-1,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,6009,0,-1,0,0,0,0,3004,0,0,0,0,0,0,-1,-1,-1,0,TCP,0,-1,0,0,0,-1,0,48,-1,1502,0,48,-1,0,-1,6,0,0,-1,48,1,-1,0,0,0,0,0,0,1,-1,0,0,0,6,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,9013,0,0,0,0,0,-1,0,0,6,6009,2294,0,0,-1,0,1502,-1,9013,48,0,0,0,0,0,372,6,0,0,0,6009,0,-1,0,0,0,0,0,0,48,0,-1,0,0,0,0,0,-1,1,0,0,0,0
195.113.232.73,80,147.32.84.165,1039,CTU13/6,From-Botnet-V47-TCP-Established-HTTP-Ad-4,,,,Unrated,0/Unknown,0,-1,0,0,2000,0,0,1000,0,0,-1,-1,0,40,0,0,40,0,-1,40,-1,40,-1,0,0,0,0,0,-1,0,0,1,0,-1,2,-1,0,40,-1,0,0,-1,0,1,0,-1,0,0,0,0,0,-1,-1,0,0,-1,0,3,0,-1,40,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,TCP,0,-1,0,0,0,-1,0,40,-1,0,0,40,-1,0,-1,1,0,-1,-1,40,-1,-1,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,80,0,0,0,1,0,0,0,-1,40,-1,1,0,3,1,0,0,0,-1,0,0,-1,1,-1,0,0,0,0,0,162,3,0,1,0,-1,0,-1,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,-1,0,0,0,0,0
